,Shop,Address,Latitude,Longitude,Borough
477,Sakee,"173 Marsh Rd, Pinner HA5 5PB, UK",51.5917387,-0.3816381,Harrow
478,Sam's Chicken,"233 Northolt Rd, Harrow HA2 8HN, UK",51.56458139999999,-0.3530191,Harrow
479,Sam's Chicken Harrow,"17 High St, Harrow HA3 5BY, UK",51.5934439,-0.3354209,Harrow
480,Selekt Chicken Harrow,"7 Station Rd, Harrow HA1 2UF, UK",51.5888358,-0.3326844,Harrow
481,Taste Of China,"799 Field End Rd, Harrow, Ruislip HA4 0QL, UK",51.5586118,-0.379814,Harrow
482,Tennessee Fried Chicken,"227 Northolt Rd, Harrow HA2 8HN, UK",51.5646459,-0.3528338,Harrow
483,Western Fried Chicken,"777 A, Field End Rd, Harrow, Ruislip HA4 0QL, UK",51.55889999999999,-0.380031,Harrow
484,White House,"26 The Broadway, Stanmore HA7 4DW, UK",51.6177192,-0.3102717,Harrow
485,Zufa Hatch End,"308 Uxbridge Rd, Pinner HA5 4HR, UK",51.6079653,-0.3742657,Harrow
486,ASK Italian,"168 High St, Hornchurch RM12 6QU, UK",51.561426,0.221132,Havering
487,Albion,"Rainham Rd, Rainham RM13 8SS, UK",51.5229906,0.1916914,Havering
488,Aspen Tree,"Gobions Ave, Romford RM5 3SP, UK",51.6003449,0.1771226,Havering
489,COSMO World Buffet Restaurant | Romford,"Unit 4A, The Brewery, Waterloo Rd, Romford RM1 1AU, UK",51.57507649999999,0.1808188,Havering
490,Chicken valley,"1 Billet Ln, Hornchurch RM11 1TS, UK",51.5631133,0.217168,Havering
491,Churchill's Fish & Chips,"15 Clockhouse Ln, Romford RM5 3PH, UK",51.5997808,0.1633176,Havering
492,Dixy Chicken,"Old Mill Parade, 2, Romford RM1 2HU, United Kingdom",51.574439,0.184531,Havering
493,Favorite Chicken & Ribs,"91 Albert Rd, Romford RM1 2PS, UK",51.5724159,0.191415,Havering
494,Favorite Chicken & Ribs,"171 St. Marys Ln, Upminster RM14 3BL, UK",51.5563806,0.2511485,Havering
495,Favorite Chicken & Ribs,"104 Collier Row Rd, Romford RM5 2BA, UK",51.5982698,0.1576215,Havering
496,Favorite Chicken & Ribs,"11Elm Parade, St Nicholas Ave, Hornchurch RM12 4RH, United Kingdom",51.551194,0.198918,Havering
497,Favorite Chicken & Ribs,"45 Upminster Rd S, Rainham RM13 9YS, UK",51.5186028,0.1921669,Havering
498,Fish'n'Chick'n,"198 Hilldene Ave, Romford RM3 8DB, UK",51.6074723,0.2198992,Havering
499,Flavour Chicken,"175 South St, Romford RM1 1PS, UK",51.5737322,0.1841932,Havering
500,Gidea Park,"91 Main Rd, Romford RM2 5EL, UK",51.5869262,0.2005944,Havering
501,Gondho Raj,"42A London Rd, Romford RM7 9RB, UK",51.57580249999999,0.1761717,Havering
502,Good Intent,"S End Rd, Hornchurch RM12 5NU, UK",51.5406327,0.2028979,Havering
503,Grill'ish,"175 South St, Romford RM1 1PS, UK",51.573732,0.184193,Havering
504,Happy Family,"23 Elm Park Ave, Hornchurch RM12 4SA, UK",51.5514015,0.1998585,Havering
505,Imperial Chef,"128 North St, Romford RM1 1DL, UK",51.5816915,0.1772596,Havering
506,KFC,"Eastern Avenue West Retail Pk, Romford RM7 7JN, United Kingdom",51.5833245,0.1680926,Havering
507,KFC,"Colchester Rd, Romford RM3 8AA, UK",51.59315429999999,0.2139717,Havering
508,KFC,"53 55 St, Romford RM1 1NL, UK",51.577045,0.1818712,Havering
509,KFC,"11 High St, Hornchurch RM11 1TP, UK",51.5632005,0.2139523,Havering
510,KFC,"270 Cherry Tree Ln, Rainham RM13 8TX, UK",51.5283972,0.1893944,Havering
511,King Bbq Pizza,"187 Ardleigh Green Rd, Hornchurch RM11 2SD, UK",51.583793,0.220206,Havering
512,Le Hope,"25 Upminster Rd S, Rainham RM13 9YS, UK",51.518459,0.1913892,Havering
513,Man Bow House,"6 Marlborough Rd, Romford RM7 8AJ, UK",51.5823903,0.1639709,Havering
514,New Beijing Takeaway,"46 Corbets Tey Rd, Upminster RM14 2AB, UK",51.5529455,0.2472072,Havering
515,Peking Express,"133 Avon Rd, Upminster RM14 1RQ, UK",51.56865939999999,0.2675872,Havering
516,Peking House,"198 Upminster Rd S, Rainham RM13 9BH, UK",51.52006859999999,0.2028105,Havering
517,Perfect Fried Chicken,"169 New Rd, Rainham RM13 8SH, UK",51.5237244,0.1784022,Havering
518,Romford Grill,"3 Clockhouse Ln, London RM5 3PH, UK",51.5993189,0.1627028,Havering
519,Smokin' Griddle,"143 Heath Park Rd, Romford RM2 5XJ, UK",51.578184,0.2067878,Havering
520,Tarantino,"51 High St, Hornchurch RM11 1TP, UK",51.5631447,0.2167052,Havering
521,Tasty fish bar kebap & house,"Hacton Parade, Central Dr, Hornchurch RM12 6EL, UK",51.5525967,0.229106,Havering
522,The Compasses,"125 Abbs Cross Ln, Hornchurch RM12 4XS, UK",51.5577936,0.2092633,Havering
523,The Essex Grill Chicken,"177 St. Marys Ln, Upminster RM14 3BL, UK",51.5563517,0.2514359,Havering
524,The Huntsman & Hounds,"Ockendon Road, Upminster RM14 2DN, United Kingdom",51.5426867,0.2519934,Havering
525,Toby Carvery Romford,"The Brewery, Romford RM1 1AU, UK",51.5749773,0.1806149,Havering
526,ASK Italian,"139-140 High St, Uxbridge UB8 1JX, UK",51.5475,-0.480452,Hillingdon
527,Al Hyderabadi Cuisine,"14 Botwell Ln, Hayes UB3 2AA, UK",51.5075157,-0.4189465,Hillingdon
528,Ask Italian,"35A Green Ln, Northwood HA6 2PX, UK",51.6119766,-0.4256733,Hillingdon
529,Beef Belly Halal Burgers and Peri Peri Chicken,"14 New Broadway, Uxbridge Rd, Uxbridge UB10 0LJ, UK",51.5312687,-0.4491063,Hillingdon
530,Birothi Restaurant,"47 Swakeleys Rd, Ickenham, Uxbridge UB10 8DG, UK",51.564964,-0.446121,Hillingdon
531,Chicken Corner,"Western Parade, 1, Long Ln, Uxbridge UB10 9PQ, United Kingdom",51.5517761,-0.4484605,Hillingdon
532,Chicken Cottage,"9 Station Rd, Hayes UB3 4BD, UK",51.5067753,-0.4185032,Hillingdon
533,Chicken Cottage Hillingdon,"5a Westbourne Rd, Uxbridge UB10 0NY, UK",51.52908410000001,-0.4457171,Hillingdon
534,Chiquito,"4 The Old Dairy HA4 0FY, United Kingdom",51.559116,-0.400011,Hillingdon
535,Chiquito,"Intu, Uxbridge UB8 1GE, United Kingdom",51.5451832,-0.4758196,Hillingdon
536,Chixys Hayes,"21 Botwell Ln, Hayes UB3 2AB, UK",51.5074644,-0.4194766,Hillingdon
537,Chunkys,"143 N Hyde Rd, Hayes UB3 4NS, UK",51.4979273,-0.4143464,Hillingdon
538,Codfather Fish & Chips,"1 Mulberry Parade, West Drayton UB7 9AE, UK",51.5044479,-0.4584049,Hillingdon
539,Dawley Chicken,"7 Dawley Parade, Hayes UB3 1EA, UK",51.5152405,-0.4376909,Hillingdon
540,Dawleychicken Hayes By Pass,"126 Uxbridge Rd, Hayes UB4 0JH, UK",51.5149335,-0.3952608,Hillingdon
541,Favorite Chicken & Ribs,"13 Victoria Rd, Ruislip HA4 9AA, UK",51.5734435,-0.4129493,Hillingdon
542,Favorite Chicken & Ribs,"6 Sipson Rd, West Drayton UB7 9DP, UK",51.50203399999999,-0.466609,Hillingdon
543,Flame In Grill,"67 Station Rd, West Drayton UB7 7LR, UK",51.5077655,-0.4723883,Hillingdon
544,George & Dragon,"176 High St, West Drayton UB7 7BE, UK",51.5148696,-0.4739011,Hillingdon
545,Gumba Restaurant Uxbridge,"2 New Broadway, Uxbridge UB10 0LH, UK",51.530682,-0.448068,Hillingdon
546,Harefield Village Café,"5 High St, Harefield, Uxbridge UB9 6BX, UK",51.6038578,-0.4819941,Hillingdon
547,Hollywood Pizza & Chicken,"126 High St, West Drayton UB7 7BD, UK",51.5138013,-0.4731178,Hillingdon
548,Holy Zam Zam 4,"226 High St, Harlington, Hayes UB3 5DS, UK",51.4873184,-0.4360704,Hillingdon
549,Jamaican Cuisine,"108-110, Pembroke Rd, Ruislip HA4 8NW, UK",51.5735404,-0.4139588,Hillingdon
550,KFC,"High St, Uxbridge UB8 1JX, UK",51.5475016,-0.4809784,Hillingdon
551,KFC,"78 High St, West Drayton UB7 7DS, UK",51.5125703,-0.4722704,Hillingdon
552,KFC,"650 Uxbridge Rd, Hayes UB4 0RY, UK",51.51971409999999,-0.412717,Hillingdon
553,KFC,"9 Bath Rd, Longford, Hounslow TW6 2AA, UK",51.48092339999999,-0.4193752,Hillingdon
554,KOKORO Uxbridge,"20 High St, Uxbridge UB8 1JN, UK",51.5454817,-0.4785153,Hillingdon
555,King's Peri Peri,"308A Kingshill Ave, Hayes UB4 8BX, UK",51.5316427,-0.4229324,Hillingdon
556,Magic Wok,"24 High St, Northwood HA6 1BN, UK",51.60596469999999,-0.4168835,Hillingdon
557,Masala & Coal,"298 W End Rd, Ruislip HA4 6LS, UK",51.5623043,-0.4136147,Hillingdon
558,Mazaa,"63 Coldharbour Ln, Hayes UB3 3EE, UK",51.5088989,-0.4158924,Hillingdon
559,Munchies Fish & Chips,"8 Coldharbour Ln, Hayes UB3 3HE, UK",51.5104087,-0.4137852,Hillingdon
560,My Grill,"6 Long Dr, Ruislip HA4 0HG, UK",51.557489,-0.3970050000000001,Hillingdon
561,PANGS 彭城,"305 Long Ln, Uxbridge UB10 9JY, UK",51.5511566,-0.4492804,Hillingdon
562,Pepe's Grill Northwood,"36 Joel St, Northwood HA6 1PA, UK",51.6017124,-0.4096255,Hillingdon
563,Peri Chick 'n' Grill,"34 Cowley Mill Rd, West Drayton UB8 2QD, UK",51.5381569,-0.4866763,Hillingdon
564,Peri Peri Chicken,"High St, Harefield, Uxbridge UB9 6BX, UK",51.6038086,-0.4820237,Hillingdon
565,Peri Peri Original,"77 High St, West Drayton UB7 7QH, UK",51.51255519999999,-0.4727323,Hillingdon
566,Popeyes Peri Peri,"23 Station Rd, West Drayton UB7 7BT, UK",51.5087974,-0.473617,Hillingdon
567,Red Iron Burgers,"280 High St, Uxbridge UB8 1LQ, UK",51.5448275,-0.4768429,Hillingdon
568,Royal Chicken Hayes,"46 Coldharbour Ln, Hayes UB3 3EP, UK",51.5081401,-0.4161955,Hillingdon
569,Royal Chicken n Pizza,"135 Field End Rd, Pinner HA5 1QH, UK",51.5790506,-0.3991507,Hillingdon
570,STOBYS of HAYES,"7A Bourne Circus, Hayes UB3 1PS, UK",51.50248370000001,-0.4410896,Hillingdon
571,Stobys Fish & Chips,"720 Field End Rd, Ruislip HA4 0QP, UK",51.5608116,-0.3809195,Hillingdon
572,Stobys Fish and chips,"134 Ryefield Ave, Uxbridge UB10 9DA, UK",51.5444733,-0.4402383,Hillingdon
573,Summer China,"44 Victoria Rd, Ruislip HA4 0AG, UK",51.57238659999999,-0.4127222,Hillingdon
574,Tams Peri Peri Chicken,"78 Joel St, Northwood HA6 1LL, UK",51.599605,-0.410066,Hillingdon
575,Tennesse Express,"Middlesex House, 800 Uxbridge Rd, Hayes UB4 0JH, UK",51.5148965,-0.3953351,Hillingdon
576,The George,"Bury St, Ruislip HA4 7TJ, UK",51.5767863,-0.4277803,Hillingdon
577,The Hubb Restaurant,"60 Joel St, Northwood HA6 1PA, UK",51.6010707,-0.4097236,Hillingdon
578,Virgin Chicken & Ribs,"266 Yeading Ln, Hayes UB4 9AX, UK",51.5287945,-0.3983302,Hillingdon
579,Virundhu Street Kitchen,"104 Victoria Rd, Ruislip HA4 0AL, UK",51.57087019999999,-0.4115727,Hillingdon
580,West Drayton Fish Bar,"14 Sipson Rd, West Drayton UB7 9DP, UK",51.5019266,-0.4663822,Hillingdon
581,Wonder Cafe & Grill,"Uxbridge Rd, Uxbridge UB10 0PH, UK",51.532661,-0.453079,Hillingdon
582,Wongs,"97 Manor Way, Ruislip HA4 8HW, UK",51.5746537,-0.4145862,Hillingdon
583,Woodland Pizza & Kebab,"24 Cowley Rd, Uxbridge UB8 2LT, UK",51.5430108,-0.4813027,Hillingdon
584,Wraps & Wings Eastcote,"92 Field End Rd, Ruislip, Pinner HA5 1RL, UK",51.580329,-0.400355,Hillingdon
585,Zufa Northwood,"1-3 Joel St, Northwood HA6 1NU, UK",51.6023446,-0.408977,Hillingdon
586,Aladdin's Fried Chicken,"86-88 Kingsley Rd, Hounslow TW3 1QA, UK",51.4728259,-0.3567693000000001,Hounslow
587,Albany Spice,"Albany Parade, 1 High St, Brentford TW8 0JW, UK",51.485615,-0.301361,Hounslow
588,CFC Fast Food,"238 High St, Hounslow TW3 1HB, UK",51.4682126,-0.3658254,Hounslow
589,Chicken Cottage,"290 Bath Rd, Hounslow TW4 7DN, UK",51.472806,-0.38628,Hounslow
590,Chicken Cottage Hanworth,"216 Hampton Rd W, Feltham TW13 6BG, UK",51.43687389999999,-0.3801303,Hounslow
591,Chicken Cottage Hounslow,"70 Vicarage Farm Rd, Hounslow TW5 0AB, UK",51.47750449999999,-0.3838992,Hounslow
592,Chicken Express,"176 Brabazon Rd, Hounslow TW5 9LP, UK",51.484691,-0.396404,Hounslow
593,Chicken Supreme,"16 Kingsley Rd, Hounslow TW3 1NP, UK",51.4711499,-0.3554145,Hounslow
594,China Chef,"3 Hamilton Rd, Feltham TW13 4PJ, UK",51.4327117,-0.4183849,Hounslow
595,Chiquito,"Unit E, Leisure west, Air Park Way, Feltham TW13 7LX, UK",51.4439865,-0.4070799000000001,Hounslow
596,Cinnamon Lounge,"181 Twickenham Rd, Isleworth TW7 6AB, UK",51.47229249999999,-0.3285281,Hounslow
597,Crunchies Chicken,"56 Lampton Rd, Hounslow TW3 1JQ, UK",51.4711152,-0.3673394,Hounslow
598,Dejandos,"219 Twickenham Rd, Isleworth TW7 6AA, UK",51.47087399999999,-0.3286344,Hounslow
599,Farm Fried Chicken Pizza and Burgers,"481 London Rd, Isleworth TW7, UK",51.4749565,-0.3381011,Hounslow
600,Favorite Chicken & Ribs,"17 Central Parade, Hounslow TW5 0LQ, UK",51.4852814,-0.3738808,Hounslow
601,Feltham Charcoal Grill,"87 Bedfont Ln, Feltham TW14 9BH, UK",51.4483161,-0.4126553,Hounslow
602,Fooks House,"141 Staines Rd, Feltham TW14 0JS, UK",51.4573177,-0.409632,Hounslow
603,Frankie & Benny's,"Leisure west, Browells Ln, Feltham TW13 7EQ, UK",51.4435979,-0.4064351,Hounslow
604,Haris Fried Chicken,"35 Cromwell Rd, Hounslow TW3 3QG, UK",51.4649075,-0.3738477,Hounslow
605,Ing Thai restaurant,"68 High St, Brentford TW8 0AH, UK",51.48421459999999,-0.3031491,Hounslow
606,KFC,"88 Chiswick High Rd, Chiswick, London W4 1SH, UK",51.4930638,-0.2507463,Hounslow
607,KFC,"211 High St, Brentford TW8 8AH, UK",51.48347,-0.3074864,Hounslow
608,KFC,"1 Cavendish Parade, Hounslow West, Hounslow TW4 7DJ, UK",51.4723975,-0.3851439,Hounslow
609,KFC,"24 Hampton Rd W, West, Feltham TW13 6AW, UK",51.440087,-0.3877533,Hounslow
610,Karahi Express,"378 Bath Rd, Hounslow TW4 7HT, UK",51.4737124,-0.3894679,Hounslow
611,Man Vs Food,"42 Syon Ln, Isleworth TW7 5NQ, UK",51.4836152,-0.3287442,Hounslow
612,McDonald's,"2 Bedfont Ln, Feltham TW13 4AE, UK",51.4471535,-0.4095605,Hounslow
613,"Namaste Gurkha, Nepalese Restaurant","Parkfield Parade, 1, Feltham TW13 4HJ, United Kingdom",51.4401406,-0.415391,Hounslow
614,Nando's,"The Centre, Feltham TW13 4BS, UK",51.4451119,-0.4109014,Hounslow
615,Nido's Feltham,"100 Harlington Rd W, Feltham TW14 0JJ, UK",51.4568574,-0.4094597,Hounslow
616,Peri Peri Hounslow,"43 Kingsley Rd, Hounslow TW3 1PA, UK",51.4722281,-0.3558032,Hounslow
617,Phoenix,"3 Spring Rd, Feltham TW13 4PA, UK",51.4390405,-0.418612,Hounslow
618,RFC,"107 High St, Hounslow TW3 1QT, UK",51.4696181,-0.3579995,Hounslow
619,Rice and Spice,"Spring Corner, High St, Feltham TW13 4PA, UK",51.43903239999999,-0.4186819,Hounslow
620,Rooster's Chicken Isleworth,"550 London Rd, Isleworth TW7 4EP, UK",51.4743951,-0.3441811,Hounslow
621,Royal Flame Chicken,"412 Staines Rd, Feltham TW14 8BT, UK",51.4533971,-0.4304872,Hounslow
622,Sam's Chicken,"5 Cavendish Parade, Hounslow TW4 7DJ, UK",51.4725192,-0.3853964,Hounslow
623,Selekt chicken,"77 Kingsley Rd, Hounslow TW3 4AB, UK",51.4737695,-0.3572531,Hounslow
624,Sharkys,"499 Staines Rd, Feltham TW14 8BN, UK",51.4533622,-0.4289045,Hounslow
625,Southern Fried Chicken,"267 Cromwell Rd, Hounslow TW3 3QU, UK",51.459575,-0.3702805,Hounslow
626,Southern Fried Chicken & Pizzas,"267 Cromwell Rd, Hounslow TW3 3QU, UK",51.459575,-0.3702805,Hounslow
627,Tennessee,"Feltham TW13 4BU, United Kingdom",51.4448549,-0.4109283,Hounslow
628,The Bridge Inn,"457 London Rd, Isleworth TW7 5AA, UK",51.4751213,-0.3359012,Hounslow
629,The General Roy,"Poplar Way, Feltham TW13 7AB, UK",51.4380015,-0.4113042,Hounslow
630,Tiger Lily,"169 Thornbury Rd, Osterley, Isleworth TW7 4QG, UK",51.4829574,-0.3476692000000001,Hounslow
631,West Kebab,"123 Harlington Rd W, Feltham TW14 0JG, UK",51.4563938,-0.4096495,Hounslow
632,Wise Guys Gourmet Burgers,"11 Rochester Ave, Feltham TW13 4DX, UK",51.4409094,-0.4148623,Hounslow
633,"takaa tak, Hounslow","274 Bath Rd, Hounslow TW4 7DF, UK",51.472302,-0.384737,Hounslow
634,Abi's Pizza & Fried Chicken,"88 Seven Sisters Rd, London N7 6AE, UK",51.5594544,-0.1161101,Islington
635,Angel fried chicken and pizza,"63 Essex Rd, The Angel, London N1 2SF, UK",51.5376656,-0.1003491,Islington
636,BIRD,"81 Holloway Rd, London N7 8LT, UK",51.54768439999999,-0.106152,Islington
637,Chick 'n' Sours,"62 Upper St, The Angel, London N1 0NY, UK",51.5358723,-0.1039758,Islington
638,Chicken Diner,"Central St, London EC1V 8AB, UK",51.5269945,-0.0966242,Islington
639,Chicken Express,"274 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564352,-0.104811,Islington
640,Chicken Express,"57 Newington Green, London N16 9PX, UK",51.5513197,-0.0859849,Islington
641,Chicken Express (Holloway),"35 Seven Sisters Rd, London N7 6AX, UK",51.55885079999999,-0.1178538,Islington
642,Chicken Ranch,"50 Rosebery Ave, Clerkenwell, London EC1R 4RP, UK",51.5256283,-0.1102076,Islington
643,City Delight,"268 St John St, Clerkenwell, London EC1V 4PE, UK",51.5265327,-0.1036079,Islington
644,Eden's Cottage,"264 Seven Sisters Rd, Finsbury Park, London N4 2HY, UK",51.564267,-0.1051874,Islington
645,KFC,"241 Upper St, Highbury, London N1 1RU, UK",51.54502,-0.1035058,Islington
646,Kennedy Chicken,"300 St Paul's Rd, Highbury East, London N1 2LH, UK",51.546256,-0.1015179,Islington
647,Mississippi Fried Chicken,"159 Essex Rd, Islington, London N1 2SN, UK",51.5401403,-0.09686439999999999,Islington
648,Mother Clucker,"59-61 Rosebery Ave, Farringdon, London EC1R 4SD, UK",51.5258569,-0.1103615,Islington
649,New Jersey Chicken,"267 Caledonian Rd, Islington, London N1 1EE, UK",51.5397872,-0.1170731,Islington
650,Pepe's Piri Piri (Holloway Road),"199 Holloway Rd, London N7 8DJ, UK",51.5506946,-0.1099909,Islington
651,Pfc Fried Chicken,"287 Hornsey Rd, London N19 4HN, UK",51.56344259999999,-0.118518,Islington
652,Q's Kitchen,"12 Caledonian Rd, Islington, London N1 9DU, UK",51.531363,-0.120738,Islington
653,S.A PFC,"181b Blackstock Rd, Highbury East, London N5 2LL, UK",51.5606577,-0.0984395,Islington
654,Chicken Cottage,"148 Ladbroke Grove, LADBROOKE GROVE, London W10 5NE, UK",51.5181358,-0.2102217,Kensington and Chelsea
655,Jollibee London,"180 Earls Ct Rd, Kensington, London SW5 9QG, UK",51.4931564,-0.1946177,Kensington and Chelsea
656,KFC,"44 Notting Hill Gate, Bayswater, London W11 3HX, UK",51.5094979,-0.1951248,Kensington and Chelsea
657,KFC,"81 Gloucester Rd, South Kensington, London SW7 4SS, UK",51.4946361,-0.1823854,Kensington and Chelsea
658,KFC,"173-175 Earls Ct Rd, Earl's Court, London SW5 9RF, UK",51.4925437,-0.1933308,Kensington and Chelsea
659,"Star Fried Chicken, Pizza & Kebab","12 N Pole Rd, London W10 6QL, UK",51.5199154,-0.2260455,Kensington and Chelsea
660,Bill's Kingston Restaurant,"2 Riverside Walk, Kingston upon Thames KT1 1QN, UK",51.4108619,-0.3079203,Kingston upon Thames
661,Busaba Kingston Riverside,"4 Riverside Walk, Kingston upon Thames KT1 1QN, UK",51.41072330000001,-0.3079709,Kingston upon Thames
662,Chic O Land (pizza),"2A St James's Rd, Kingston upon Thames KT1 2AA, UK",51.4079566,-0.3052092,Kingston upon Thames
663,Chick and Beers,"24 Coombe Rd, New Malden KT3 4QE, UK",51.4046451,-0.2572684,Kingston upon Thames
664,Chicken House Kingston,"25 Richmond Rd, Kingston upon Thames KT2 5BW, UK",51.4137291,-0.3007654,Kingston upon Thames
665,Chicken Land,"346 Hook Rd, Chessington KT9 1NU, UK",51.3668059,-0.3071285,Kingston upon Thames
666,Chicken Land Surbiton,"3 Brighton Rd, Surbiton KT6 5LX, UK",51.3908607,-0.3088894,Kingston upon Thames
667,Dallas Chicken & Ribs Kingston,"147 Clarence St, Kingston upon Thames KT1 1QT, UK",51.4111246,-0.3008741,Kingston upon Thames
668,Druids Head,"3 Market Place, Kingston upon Thames KT1 1JT, UK",51.4092554,-0.306518,Kingston upon Thames
669,Farm Fresh Burgers & Shakes,"15 Penrhyn Rd, Kingston upon Thames KT1 2BZ, UK",51.4049894,-0.3038733,Kingston upon Thames
670,Favorite Chicken & Ribs,"55 Cambridge Rd, Kingston upon Thames KT1 3NS, UK",51.40842790000001,-0.2850709,Kingston upon Thames
671,Flame and Frappe,"257 Ewell Rd, Surbiton KT6 7AA, UK",51.38535,-0.2951939,Kingston upon Thames
672,Frankie & Benny's,"The Rotunda, Unit 7, First Floor, Kingston upon Thames KT1 1QT, United Kingdom",51.411887,-0.299858,Kingston upon Thames
673,Gourmet Burger Kitchen (Kingston),"42-46 High St, Kingston upon Thames KT1 1HL, UK",51.407807,-0.3078904,Kingston upon Thames
674,KFC,"131-135 High St, New Malden KT3 4BH, UK",51.39997839999999,-0.2558458,Kingston upon Thames
675,KFC,"15 Brighton Rd, Surbiton KT6 5LR, UK",51.39118550000001,-0.3094247,Kingston upon Thames
676,KFC,"2-4 N Parade, Chessington KT9 1QF, UK",51.3638294,-0.2991967,Kingston upon Thames
677,Kangnam,"19A High St, New Malden KT3 4BY, UK",51.4028416,-0.2566884,Kingston upon Thames
678,Kebabs & Southern Fried Chicken,"Surbiton KT6 4LF, United Kingdom",51.3928905,-0.3047008,Kingston upon Thames
679,Kingston Kebab Centre,"66 Surbiton Rd, Kingston upon Thames KT1 2HT, UK",51.40119199999999,-0.304022,Kingston upon Thames
680,Kokoro Kingston,"4 Castle St, Kingston upon Thames KT1 1SS, UK",51.4110101,-0.3017241,Kingston upon Thames
681,La Fratelli Restaurant,"41 Tolworth Broadway, Surbiton KT6 7DJ, UK",51.3809499,-0.2822562,Kingston upon Thames
682,Moksha,"216 Kingston Rd, New Malden KT3 3RJ, UK",51.4028012,-0.272967,Kingston upon Thames
683,Nori,"41 High St, New Malden KT3 4BY, UK",51.402343,-0.256636,Kingston upon Thames
684,O'Neill's Kingston upon Thames,"3 Eden St, Kingston upon Thames KT1 1BQ, UK",51.40909329999999,-0.305501,Kingston upon Thames
685,Patcharee Thai Restaurant,"11 Richmond Rd, Kingston upon Thames KT2 5BW, UK",51.41303869999999,-0.3008504,Kingston upon Thames
686,Pepes Piri Piri Kingston,"45-47 Fife Rd, Kingston upon Thames KT1 1SF, UK",51.4121129,-0.3018392,Kingston upon Thames
687,Planet China Kingston,"72 Richmond Rd, Kingston upon Thames KT2 5EL, UK",51.4154148,-0.3008144,Kingston upon Thames
688,Poor Boys,"The Griffin Centre, 5, Kingston upon Thames KT1 1JT, United Kingdom",51.4089819,-0.3068359,Kingston upon Thames
689,Raka Indian cuisine & Fastfood,"70 Surbiton Rd, Kingston upon Thames KT1 2HT, UK",51.4011169,-0.3039363,Kingston upon Thames
690,Roosters Piri Piri,"4 Richmond Rd, Kingston upon Thames KT2 5EB, UK",51.4125887,-0.300376,Kingston upon Thames
691,Sorabol Restaurant,"180 High St, New Malden KT3 4ES, UK",51.3990056,-0.2552279,Kingston upon Thames
692,Surbiton Charcoal Grill,"51 Brighton Rd, Surbiton KT6 5LR, UK",51.3916895,-0.3104885,Kingston upon Thames
693,Surbiton Chargrill Take Away,"86 Victoria Rd, Surbiton KT6 4NS, UK",51.3928842,-0.3046839,Kingston upon Thames
694,The Antelope,"87 Maple Rd, Surbiton KT6 4AW, UK",51.3951816,-0.3076819,Kingston upon Thames
695,The Best Turkish Kebab,"18 Coombe Rd, New Malden KT3 4QE, UK",51.4045012,-0.257223,Kingston upon Thames
696,The Chessington Oak,"Moor Ln, Chessington KT9 1HX, UK",51.36393899999999,-0.29671,Kingston upon Thames
697,The Grey Horse,"46 Richmond Rd, Kingston upon Thames KT2 5EE, UK",51.414268,-0.300605,Kingston upon Thames
698,The Shy Horse,"423 Leatherhead Rd, Chessington KT9 2NQ, UK",51.3371399,-0.3198115,Kingston upon Thames
699,Weldfinn,"40-42 Hawks Rd, Kingston upon Thames KT1 3EG, UK",51.4089441,-0.2916984,Kingston upon Thames
700,Wok 'n' Fish,"74 Elm Rd, New Malden KT3 3HN, UK",51.4037931,-0.2655114,Kingston upon Thames
701,Yami Restaurant,"69 High St, New Malden KT3 4BT, UK",51.401565,-0.256262,Kingston upon Thames
702,Best Fried Chicken,"22 Milkwood Rd, Brixton, London SE24 0HH, UK",51.46364380000001,-0.1013218,Lambeth
703,Best Fried Chicken,"558 Streatham High Rd, Streatham, London SW16 3QG, UK",51.4171196,-0.1265812,Lambeth
704,Brix Fried Chicken,"238 Coldharbour Ln, Brixton, London SW9 8SD, UK",51.465404,-0.103333,Lambeth
705,Chicago Pizza,"129 S Lambeth Rd, Vauxhall, London SW8 1XB, UK",51.4787696,-0.1232937,Lambeth
706,Chicken Cottage Streatham Common,"Bridge Parade, Streatham Common, Streatham, London SW16 6EW, UK",51.4262202,-0.1308661,Lambeth
707,"Chicken Cottage, Streatham Hill","83 Streatham Hill, Streatham, London SW2 4RU, UK",51.4392258,-0.1258217,Lambeth
708,Chicken Treat,"54 New Park Rd, Streatham Hill, London SW2 4UN, UK",51.4483878,-0.1257459,Lambeth
709,Chicken Valley,"79 Lower Marsh, Lambeth, London SE1 7AB, UK",51.5018173,-0.1108953,Lambeth
710,Chicken World Brixton,"104 Acre Ln, Brixton, London SW2 5RA, UK",51.4597424,-0.1233462,Lambeth
711,Dallas,"50 Brixton Rd, London SW9 6BT, UK",51.47933339999999,-0.1119132,Lambeth
712,Dallas Chicken and Ribs,"25 York Rd, Lambeth, London SE1 7NJ, UK",51.5036673,-0.1149153,Lambeth
713,Dallas Peri Peri,"355 Wandsworth Rd, London SW8 2JH, UK",51.4749821,-0.1315454,Lambeth
714,Dollar Chicken Griller,"72-74 Loughborough Rd, Brixton, London SW9 7SB, UK",51.4706973,-0.1084435,Lambeth
715,Dollar USA Chicken,"320 Kennington Ln, Lambeth, London SE11 5HY, UK",51.4865675,-0.1190562,Lambeth
