,Shop,Address,Latitude,Longitude,Borough
915,Greggs,"708 Field End Rd, Ruislip HA4 0QP, UK",51.5611194,-0.3811785,Hillingdon
916,Harefield Village Café,"5 High St, Harefield, Uxbridge UB9 6BX, UK",51.6038578,-0.4819941,Hillingdon
917,Harris + Hoole,"The Market House, High St, Uxbridge UB8 1JN, United Kingdom",51.54609749999999,-0.4795143999999999,Hillingdon
918,Honey Bees Cakes,"81 Park Way, Ruislip HA4 8NS, UK",51.573809,-0.412849,Hillingdon
919,Ickenham Cafe,"73 Swakeleys Rd, Ickenham, Uxbridge UB10 8DQ, UK",51.5654553,-0.4474317,Hillingdon
920,Ilze's Chocolat & Macaroons Cafe,"125 Field End Rd, Pinner HA5 1QH, UK",51.5793103,-0.3992406000000001,Hillingdon
921,Jurassic Perk Cafe,"111 High St, Ruislip HA4 8JN, UK",51.57355860000001,-0.4233424000000001,Hillingdon
922,Krave Dessert Café,"23 The Broadway, Joel St, Northwood HA6 1NU, United Kingdom",51.6017854,-0.4091075,Hillingdon
923,LAB Coffee Works,"The Charter Building, Charter Pl, Uxbridge UB8 1JG, UK",51.54548200000001,-0.47927,Hillingdon
924,LEON,"Heathrow Airport Terminal 2 Airside, London TW6 1EW, United Kingdom",51.46957580000001,-0.4496072,Hillingdon
925,Langley Park Tearoom,"London, Iver, United Kingdom",51.5299589,-0.5365628,Hillingdon
926,M&S Cafe,"31 Grainge's Yard, Uxbridge UB8 1LH, UK",51.5460253,-0.48122,Hillingdon
927,Madeirinhas,"47 Sipson Way, Sipson, West Drayton UB7 0DW, UK",51.4828015,-0.4550304,Hillingdon
928,Maison Du Soleil,"25 Swakeleys Rd, Ickenham, Uxbridge UB10 8DF, UK",51.56463220000001,-0.4453297,Hillingdon
929,Manor Patisserie Ruislip,"82 Victoria Rd, Ruislip HA4 9BH, UK",51.57139060000001,-0.4119243,Hillingdon
930,Oasis Coffee Shop,"Windsor St, Uxbridge UB8 1UT, UK",51.5460181,-0.4797123,Hillingdon
931,Play Hayes,"Station Rd, Hayes UB3 4BX, UK",51.5018115,-0.4234825,Hillingdon
932,Pret A Manger,"RU3059, Terminal 3, Heathrow Airport, Camborne Cl, Longford, Hounslow TW6 1QG, UK",51.47005,-0.4568699,Hillingdon
933,Puccino's,"Station, Station Approach, Gerrards Cross SL9 8PP, UK",51.5889558,-0.5551389999999999,Hillingdon
934,Red Onion Cafe,"95 High St, Ruislip HA4 8JB, UK",51.5739058,-0.4237664,Hillingdon
935,Starbucks,"Terminal 5 london heathrow airport, Southampton Rd, Longford, Hounslow TW6 2GA, UK",51.4715693,-0.4760837,Hillingdon
936,Starbucks,"9 Bath Rd, Longford, Hounslow TW6 2AA, UK",51.481054,-0.418753,Hillingdon
937,Starbucks,"Sheraton Skyline Hotel, Bath Rd, Hayes UB3 5BP, United Kingdom",51.48121150000001,-0.4369176,Hillingdon
938,Starbucks,"Cineworld, Victoria Rd, South Ruislip, Ruislip, Hillingdon HA4 0EJ, UK",51.5592789,-0.4004461,Hillingdon
939,Starbucks Coffee,"DT, Willow Tree Retail Prk, Glencoe Rd, Hayes UB4 9SN, United Kingdom",51.5241753,-0.3889716,Hillingdon
940,"Starbucks, Heathrow Airport - Sheraton Hotel","A4 Bath Rd, Harlington, Hayes UB3 5BP, UK",51.4812411,-0.436904,Hillingdon
941,"Starbucks, Uxbridge - The Chimes - Upper","The chimes shopping centre, High StreetUnit 201, ENG UB8 1GB, United Kingdom",51.54589319999999,-0.4783766,Hillingdon
942,Tesco Café,"Glencoe Rd, Hayes UB4 9SQ, UK",51.5245018,-0.3857779,Hillingdon
943,The Coffee Lounge,"Long Ln, Uxbridge UB10 9PG, UK",51.5510031,-0.4487392,Hillingdon
944,The Coffee Shop at Emmanuel,"1AS,, High St, Northwood, United Kingdom",51.6088143,-0.4149359,Hillingdon
945,The Priory Cafe,"1A High St, Ruislip HA4 7AU, UK",51.576941,-0.4268256,Hillingdon
946,The Rusty Bike Café,"Fassnidge Park, Rockingham Parade, Uxbridge UB8 2UW, United Kingdom",51.547106,-0.48564,Hillingdon
947,Town Cafe,"3 Clayton Rd, Hayes UB3 1AX, UK",51.5043921,-0.4206271,Hillingdon
948,Waitrose & Partners,"52 Green Ln, Northwood HA6 2XB, UK",51.6111729,-0.4242952,Hillingdon
949,Windsor Cafe,"22 Windsor St, Uxbridge UB8 1AB, UK",51.545012,-0.4807199999999999,Hillingdon
950,Wonder Cafe & Grill,"Uxbridge Rd, Uxbridge UB10 0PH, UK",51.532661,-0.453079,Hillingdon
951,Artisan Coffee,"372 King St, Hammersmith, London W6 0RX, UK",51.4935187,-0.2448951,Hounslow
952,BALLUCCI,"479 London Rd, Isleworth TW7 4BX, UK",51.4750226,-0.3379341,Hounslow
953,BB's Coffee & Muffins,"Treaty Centre, High St, Hounslow TW3 1ES, UK",51.4678505,-0.3629369,Hounslow
954,Cafe Lisboa,"29 High St, Hounslow TW3 1RH, UK",51.4705512,-0.3545249,Hounslow
955,Cafe Luna,"442 Chiswick High Rd, Chiswick, London W4 5TT, UK",51.49281449999999,-0.2671524,Hounslow
956,Caffe Venezia,"48 Lampton Rd, Hounslow TW3 1JQ, UK",51.47086729999999,-0.3672141,Hounslow
957,Caffè Nero,"231 High St, Hounslow TW3 1DH, UK",51.46853489999999,-0.3631513,Hounslow
958,Caffè Nero,"386 Chiswick High Rd, Chiswick, London W4 7TF, UK",51.4927139,-0.2647952,Hounslow
959,Caffè Nero,"192 Chiswick High Rd, Chiswick, London W4 1PP, UK",51.49280839999999,-0.2558697,Hounslow
960,Chellies Sandwich Bar,"20a St John's Rd, Isleworth TW7 6NW, UK",51.473759,-0.33787,Hounslow
961,Chief Coffee,"Turnham Green Terrace Mews, Chiswick, London W4 1QU, UK",51.493965,-0.254819,Hounslow
962,Coffee And Cream,"320 Bath Rd, Hounslow TW4 7HW, UK",51.4733673,-0.3881783,Hounslow
963,Coffee Republic Hounslow Civic Centre,"7 Bath Rd, Hounslow TW3 3EB, UK",51.4683765,-0.3674482,Hounslow
964,Corner cafe,"1 Brook Ln N, Brentford TW8 0QW, UK",51.4894514,-0.3054981,Hounslow
965,Costa Coffee,"36 The Centre, Feltham TW13 4AU, UK",51.4465903,-0.4109773,Hounslow
966,Costa Coffee,"Unit B, 507 - 511 Staines Rd, Feltham TW14 8EN, UK",51.4531251,-0.4298265,Hounslow
967,Costa Coffee,"241 High St, Hounslow TW3 1EA, UK",51.4684132,-0.3637417,Hounslow
968,Costa Coffee,"108a High St, Hounslow TW3 1NA, UK",51.4697552,-0.3586476,Hounslow
969,Costa Coffee,"Riverside, 10 Kew Bridge Rd, Brentford TW8 0EB, UK",51.4886454,-0.2879546,Hounslow
970,Costa Coffee,"246 Chiswick High Rd, Chiswick, London W4 1PD, UK",51.49273669999999,-0.2583875,Hounslow
971,Costa Heston Services East,"M4, Hounslow TW5 9NA, UK",51.48862039999999,-0.3877898,Hounslow
972,Creams Cafe,"7 High St, Hounslow TW3 1RH, UK",51.4705802,-0.3540818,Hounslow
973,Cup of Heaven,"2, 207-208 High St, Brentford TW8 8AH, UK",51.4834287,-0.3077436,Hounslow
974,Dérive Coffeehouse & Bar,"459 - 461 London Rd, Isleworth TW7 4BX, UK",51.4750795,-0.3372022,Hounslow
975,Enjoy Cafe,"105 High St, Feltham TW13 4HG, UK",51.4406785,-0.4147649,Hounslow
976,FEATHER & HEART,"Unit-4, Brentford Lock, High St, Brentford TW8 8AQ, UK",51.4825183,-0.3110162,Hounslow
977,Gail's,"282 Chiswick High Rd, Chiswick, London W4 1PA, UK",51.4926594,-0.2599459,Hounslow
978,Georginos Coffee,"7, Trinity Parade, High St, Hounslow TW3 1HG, United Kingdom",51.4686256,-0.3638892,Hounslow
979,Goodfillas Sandwich & Coffee House,"128 Ealing Rd, Brentford TW8 0LD, UK",51.4903495,-0.3034819,Hounslow
980,Greggs,"8/8A, Market Parade, Hampton Rd W, Feltham TW13 6AL, UK",51.4402166,-0.3869346,Hounslow
981,Greggs,"22C High St, Feltham TW13 4AU, UK",51.4452282,-0.4105576,Hounslow
982,Greggs,"382 Staines Rd, Feltham TW14 8BT, UK",51.4536197,-0.4294803,Hounslow
983,Greggs,"270 Heston Rd, Hounslow TW5 0RG, UK",51.48836,-0.3715252,Hounslow
984,Greggs,"364/366 Chiswick High Rd, Chiswick, London W4 5TA, UK",51.49268439999999,-0.2634506,Hounslow
985,Jacobs Taste Buds,"90 Kingsley Rd, Hounslow TW3 1QA, UK",51.4728777,-0.3568201,Hounslow
986,Kitchen & Pantry,"216-218 Chiswick High Rd, Chiswick, London W4 1PD, UK",51.49277679999999,-0.2573567,Hounslow
987,Lisboa Loja,"424 Staines Rd, Feltham TW14 8BS, UK",51.4531842,-0.4311272,Hounslow
988,Mimis Coffee and Dessert Lounge,"5-8, Noble Corner, Great West Rd, Hounslow TW5 0PA, UK",51.4782702,-0.3721152,Hounslow
989,Ozwald Copplepot; Villainously Good Coffee,"391 Chiswick High Rd, Chiswick, London W4 4AR, UK",51.4922419,-0.275723,Hounslow
990,Porto-Madeira,"9 Hounslow Rd, Feltham TW14 9DF, UK",51.4496131,-0.4074873,Hounslow
991,Pret A Manger,"Heathrow Airport, Terminal 4, Longford, Hounslow TW6 3XA, UK",51.45891719999999,-0.4493139,Hounslow
992,RADA,"2a, Trico House, Brentford TW8 0GD, UK",51.4903386,-0.3027047,Hounslow
993,Rhythm & Brews,"22 Walpole Gardens, Chiswick, London W4 4HG, UK",51.49110839999999,-0.2690199,Hounslow
994,South Street Coffee and Ice Cream Shop,"2 Shrewsbury Walk, Isleworth TW7 7DE, UK",51.4684257,-0.3250948,Hounslow
995,Starbucks,"198 High St, Hounslow TW3 1HL, UK",51.46889789999999,-0.3627357,Hounslow
996,Starbucks,"Unit 3 Building 5, 5 Chiswick Park, Chiswick, London W4 5YA, UK",51.4956198,-0.2755621,Hounslow
997,Starbucks Coffee,"303 Uxbridge Rd, Hampton, Hampton Hill, Feltham TW12 1AW, UK",51.4343851,-0.3756813,Hounslow
998,Starbucks Coffee,"376 Chiswick High Rd, Chiswick, London W4 5TF, UK",51.4926538,-0.264017,Hounslow
999,Starbucks Coffee,"20-22 Turnham Green Terrace, Chiswick, London W4 1QP, UK",51.493367,-0.2550817,Hounslow
1000,"Starbucks, Feltham -The Longford Centre","Unit 14, The Longford Centre Tilley Rd, Feltham TW13 4BH, UK",51.446621,-0.4107542,Hounslow
1001,Syon Coffee House,"21 St John's Rd, Isleworth TW7 6NB, UK",51.4734069,-0.3380816,Hounslow
1002,Tamp Coffee,"1 Devonshire Rd, Chiswick, London W4 2EU, UK",51.49201499999999,-0.2560618,Hounslow
1003,Tesco Café,"Mogden Ln, Isleworth TW7 7JY, UK",51.4588171,-0.3377518,Hounslow
1004,Tesco Café,"Dukes Green Ave, Feltham TW14 0LH, UK",51.4593398,-0.4157344,Hounslow
1005,Tesco Café,"Osterley Park, Syon Ln, Isleworth TW7 5NZ, UK",51.4856788,-0.3303405,Hounslow
1006,The Coffee Pot,"554 London Rd, Isleworth TW7 4EP, UK",51.4743245,-0.3443123,Hounslow
1007,The Coffee Traveller,"58 Thames Rd, Chiswick, London W4 3RE, UK",51.4865921,-0.2808254,Hounslow
1008,The Hothouse,"448 Chiswick High Rd, London, Chiswick W4 5TT, United Kingdom",51.49293549999999,-0.2673842,Hounslow
1009,52A Coffee House,"52A Southgate Rd, London N1 3JF, UK",51.5396234,-0.0854315,Islington
1010,Angelica Coffee Shop,"6 Ferntower Rd, Mildmay Ward, London N5 2JG, UK",51.5512573,-0.0866651,Islington
1011,Archway Town Cafe & Restaurant,"69 Junction Rd, Archway, London N19 5QU, UK",51.5636582,-0.1353705,Islington
1012,Bench,"The Goldsmiths’ Centre, 42 Britton St, Farringdon, London EC1M 5AD, UK",51.5208866,-0.1029752,Islington
1013,Bread & Bean,"37 Junction Rd, Upper Holloway, London N19 5QU, UK",51.5644274,-0.1349511,Islington
1014,Briki,"67 Exmouth Market, Farringdon, London EC1R 4QL, UK",51.5264239,-0.1082927,Islington
1015,Brill,"27 Exmouth Market, Farringdon, London EC1R 4QL, UK",51.5258175,-0.1094829,Islington
1016,Butler & Booth,"158a Blackstock Rd, Highbury, London N5 1HA, UK",51.5605608,-0.0987286,Islington
1017,COFFEE HOUSE 607,"607 Holloway Rd, Archway, London N19 4DJ, UK",51.563586,-0.1288615,Islington
1018,Caffè Nero,"75 Upper St, The Angel, London N1 0NU, UK",51.5363554,-0.1037147,Islington
1019,Caffè Nero,"Selbys, 384-400 Holloway Road, London N7 6PR, United Kingdom",51.5567303,-0.1174073,Islington
1020,Coffee Origin,"41 Elwood St, Highbury, London N5 1EB, UK",51.5584923,-0.1004153,Islington
1021,Costa Coffee,"68 Goswell Rd, London EC1M 7AD, UK",51.52328319999999,-0.0980703,Islington
1022,Costa Coffee,"54 Farringdon Rd, Farringdon, London EC1R 3BL, UK",51.5233032,-0.1080088,Islington
1023,Costa Coffee,"121 Essex Rd, Islington, London N1 2SS, UK",51.5392899,-0.09829579999999999,Islington
1024,Costa Coffee,"242 Upper St, London N1 1RU, UK",51.54508089999999,-0.1034303,Islington
1025,Costa Coffee,"104-116 Holloway Rd, London N7 8JE, UK",51.5523092,-0.1111909,Islington
1026,Costa Coffee,"382 Holloway Rd, London N7 6PN, UK",51.5566208,-0.1172649,Islington
1027,Costa Coffee,"53 Seven Sisters Rd, London N7 6BH, UK",51.559284,-0.1170119,Islington
1028,Costa Coffee,"718 Holloway Rd, Archway, London N19 3NH, UK",51.5638162,-0.1287292,Islington
1029,Costa Coffee,"251, 253 Seven Sisters Rd, Finsbury Park, London N4 2DD, UK",51.5644219,-0.1052812,Islington
1030,Costa Coffee,"35 Junction Rd, Archway, London N19 5QT, UK",51.5645688,-0.1348269,Islington
1031,Cricks Corner,"80 Dartmouth Park Hill, Highgate, London N19 5HU, UK",51.563243,-0.1405057,Islington
1032,Dolce Coffee,"48 Essex Rd, The Angel, London N1 8LR, UK",51.53758999999999,-0.09979189999999999,Islington
1033,EC1 Coffee House,"49 Clerkenwell Rd, Farringdon, London EC1M 4PN, UK",51.522446,-0.1039741,Islington
1034,Fix Coffee,"161A Whitecross St, London EC1Y 8JL, UK",51.52338,-0.09334900000000002,Islington
1035,Goswell Road Coffee,"160-164 Goswell Rd, London EC1V 7DU, UK",51.5257246,-0.099607,Islington
1036,Jimmy and the Bee,"135 Goswell Rd, London EC1V 7JY, UK",51.5263078,-0.1002352,Islington
1037,KHP Coffee House,"8 Newington Green Rd, Mildmay Ward, London N1 4RX, UK",51.54687819999999,-0.08682930000000001,Islington
1038,Koa Coffee,"41 Rosebery Ave, Farringdon, London EC1R 4SH, UK",51.5242567,-0.1111572,Islington
1039,Kobo Cafe,"346 Upper St, The Angel, London N1 0PD, UK",51.53498159999999,-0.1041093,Islington
1040,Maison d'etre,"154 Canonbury Rd, Highbury, London N1 2UP, UK",51.5459146,-0.1020391,Islington
1041,Ozone Coffee Roasters,"11 Leonard St, Old Street, London EC2A 4AQ, UK",51.5246824,-0.0868552,Islington
1042,Paul Upper Street,"302 Upper St, The Angel, London N1 2TU, UK",51.5389063,-0.1021469,Islington
1043,Pistachio & Pickle Coffee bar,"142 Liverpool Rd, Islington, London N1 1LA, UK",51.539244,-0.106584,Islington
1044,Pret A Manger Highbury Corner,"Northway House, 257 Upper St, Highbury, London N1 1RU, UK",51.5458607,-0.1033955,Islington
1045,Roast & Ground,"Showroom, 75A Turnmill St, Farringdon, London EC1M 5SY, UK",51.5214903,-0.1053895,Islington
1046,Room 29 - Coffee Shop,"Unit 29, Nag’s Head Market, London N7 6AG, United Kingdom",51.55830599999999,-0.117916,Islington
1047,Saint Espresso,"Angel House, 26 Pentonville Rd, The Angel, London N1 9HJ, UK",51.5320712,-0.1076122,Islington
1048,Sawyer and Gray London,"290A St Paul's Rd, Highbury East, London N1 2LH, UK",51.54628899999999,-0.101147,Islington
1049,Shoreditch Grind,"213 Old St, Old Street, London EC1V 9NR, UK",51.5259466,-0.0881479,Islington
1050,Starbucks,"250 Upper St, London N1 1RU, UK",51.5454602,-0.1033737,Islington
1051,Starbucks,"Wells Terrace, Finsbury Park, London N4 3JU, UK",51.56537549999999,-0.1079196,Islington
1052,Starbucks Coffee,"Zinc House, Unit 1, London EC1M 6DQ, United Kingdom",51.520263,-0.1035092,Islington
1053,Starbucks Coffee,"104-122 City Rd, Old Street, London EC1V 2NR, UK",51.5262525,-0.08800519999999999,Islington
1054,The Coffee Run @Highbury & Islington Station,"Highbury & Station, Holloway Rd, London N5 1RA, United Kingdom",51.546069,-0.1047,Islington
1055,The CoffeeWorks Project,"96-98 Islington High St, The Angel, London N1 8EG, UK",51.5341701,-0.1045221,Islington
1056,The Place,"11 Canonbury Pl, London N1 2NQ, UK",51.5443776,-0.0978358,Islington
1057,The Social Coffee Co,"Finsbury Business Centre, 40 Bowling Green Lane, London EC1R 0NE, United Kingdom",51.525122,-0.107283,Islington
1058,Vagabond N7,"105 Holloway Rd, London N7 8LT, UK",51.54811669999999,-0.1068052,Islington
1059,Workers Cafe,"172 Upper St, Islington, London N1 1RG, UK",51.5413575,-0.10306,Islington
1060,Workers Cafe,"172 Upper St, Islington, London N1 1RG, UK",51.5413745,-0.1030558,Islington
1061,Workshop Coffee at White Collar Factory,"1 Old Street Yard, Old Street, London EC1Y 8AF, UK",51.5253222,-0.0881521,Islington
1062,Allegro Coffee Company,"63-97 Kensington High St, Kensington, London W8 5SE, UK",51.5016915,-0.1906795,Kensington and Chelsea
1063,Blue Mountain Coffee Europe Ltd,"164 Old Brompton Rd, Kensington, London SW5 0BA, UK",51.4909142,-0.1834857,Kensington and Chelsea
1064,Bluebelles of Portobello,"320 Portobello Rd, London W10 5RU, UK",51.521353,-0.209999,Kensington and Chelsea
1065,Cafe Deco,"62 Gloucester Rd, South Kensington, London SW7 4QT, UK",51.4977728,-0.1839479,Kensington and Chelsea
1066,Caffè Nero,"174-176 Fulham Rd, London SW10 9PR, UK",51.4864132,-0.1803626,Kensington and Chelsea
1067,Caffè Nero,"214 Earls Ct Rd, Earl's Court, London SW5 9QB, UK",51.49228120000001,-0.1934251,Kensington and Chelsea
1068,Caffè Nero,"66 Old Brompton Rd, South Kensington, London SW7 3LQ, UK",51.49291299999999,-0.1768095,Kensington and Chelsea
1069,Caffè Nero,"53 Notting Hill Gate, Kensington, London W11 3JS, UK",51.5089404,-0.1961742,Kensington and Chelsea
1070,Caffè Nero,"168 Portobello Rd, Notting Hill, London W11 2EB, UK",51.515471,-0.2045715,Kensington and Chelsea
1071,Caffè Nero,"120-122 Ladbroke Grove, Notting Hill, London W10 5NE, UK",51.5172707,-0.2097255,Kensington and Chelsea
1072,Caffè Nero Gloucester Road,"119, 121 Gloucester Rd, South Kensington, London SW7 4TE, UK",51.4932913,-0.1816239,Kensington and Chelsea
1073,Camden Coffee House (Ladbroke Grove Branch),"155 Ladbroke Grove, Notting Hill, London W10 6HT, UK",51.5175555,-0.2103202,Kensington and Chelsea
1074,Coffee Plant,"180 Portobello Rd, Notting Hill, London W11 2EB, UK",51.5157705,-0.2047176,Kensington and Chelsea
1075,Costa Coffee,"270 - 272 Old Brompton Rd, Earl's Court, London SW5 9HR, UK",51.4890257,-0.1920726,Kensington and Chelsea
1076,Costa Coffee,"198 Earls Ct Rd, Earl's Court, London SW5 9QF, UK",51.4927064,-0.1941144,Kensington and Chelsea
1077,La Caffettiera,"40 Kensington Church St, Kensington, London W8 4BX, UK",51.5042893,-0.1930016,Kensington and Chelsea
1078,Maitre Choux South Kensington,"15 Harrington Rd, South Kensington, London SW7 3ES, UK",51.4939961,-0.1755699,Kensington and Chelsea
1079,PAUL Notting Hill Gate,"61 Notting Hill Gate, Kensington, London W11 3JS, UK",51.508888,-0.196513,Kensington and Chelsea
1080,Platter London,"1 Holland Pl, Kensington, London W8 4NA, UK",51.5031943,-0.191991,Kensington and Chelsea
1081,Pret A Manger,"99 Gloucester Rd, South Kensington, London SW7 4SS, UK",51.49402389999999,-0.182035,Kensington and Chelsea
1082,St. Anna,"453 Fulham Rd, Chelsea, London SW10 9UZ, UK",51.48311289999999,-0.1855571,Kensington and Chelsea
1083,Starbucks - Cineworld Fulham,"Cineworld Cinemas, 142 Fulham Rd, London SW10 9QR, UK",51.4870142,-0.1794087,Kensington and Chelsea
1084,Starbucks Coffee,"Unit A and B, 369 Fulham Rd, Chelsea, London SW10 9TR, UK",51.4851889,-0.1819388,Kensington and Chelsea
1085,Starbucks Coffee,"259 Old Brompton Rd, Earl's Court, London SW5 9HP, UK",51.4890057,-0.191194,Kensington and Chelsea
1086,Starbucks Coffee,"19 Old Brompton Rd, South Kensington, London SW7 3HZ, UK",51.4935706,-0.1744104,Kensington and Chelsea
1087,Starbucks Coffee,"83 Gloucester Rd, South Kensington, London SW7 4SS, UK",51.4945272,-0.1824408,Kensington and Chelsea
1088,Starbucks Coffee,"158 Cromwell Rd, Kensington, London SW7 4EJ, UK",51.494926,-0.188578,Kensington and Chelsea
1089,Starbucks Coffee,"17-35 Gloucester Rd, South Kensington, London SW7 4PL, UK",51.4980194,-0.1835696,Kensington and Chelsea
1090,Starbucks Coffee,"26 Pembridge Rd, Bayswater, London W11 3HL, UK",51.5097984,-0.1970972,Kensington and Chelsea
1091,Stella Coffee,"348 Old Brompton Rd, Kensington, London SW5 9JU, UK",51.4876212,-0.1954955,Kensington and Chelsea
1092,Wayne’s Coffee,"225 Kensington High St, Kensington, London W8 6SA, UK",51.499367,-0.1973271,Kensington and Chelsea
1093,illy Caffè,"23 Old Brompton Rd, South Kensington, London SW7 3HZ, UK",51.4935358,-0.174495,Kensington and Chelsea
1094,139 Coffee,"27 Sury Basin, Kingston upon Thames KT2 5NZ, UK",51.41518319999999,-0.3021715,Kingston upon Thames
1095,A star coffee,"Station Approach Bridge Rd, 1, Chessington KT9 2RT, United Kingdom",51.3642725,-0.2986399,Kingston upon Thames
1096,Barwell Cafe,"202 Leatherhead Rd, Chessington KT9 2HU, UK",51.3565629,-0.3117907,Kingston upon Thames
1097,Beanberry Coffee Company,"30 Fife Rd, Kingston upon Thames KT1 1SZ, UK",51.411618,-0.3032013,Kingston upon Thames
1098,Bijous,"128A London Rd, Kingston upon Thames KT2 6QJ, UK",51.410631,-0.292824,Kingston upon Thames
1099,Boho Cafe,"159A King's Rd, Kingston upon Thames KT2 5JF, UK",51.418644,-0.296785,Kingston upon Thames
1100,Bulgarian Coffee Shop,"34 Portsmouth Rd, Kingston upon Thames KT1 2BF, UK",51.3994432,-0.3086726,Kingston upon Thames
1101,Bulgarian Coffee Shop,"5 Home Park Walk, Kingston upon Thames KT1 2LQ, UK",51.3998329,-0.308463,Kingston upon Thames
1102,Cafe 32,"32 High St, New Malden KT3 4HE, UK",51.40230769999999,-0.2561352,Kingston upon Thames
1103,Cafe Choi'ce cake & coffee Shop,"117-119 Kingston Rd, New Malden KT3 3NX, UK",51.4005966,-0.2644379,Kingston upon Thames
1104,Caffè Nero,"Platform 1 and 2 Waiting Room, Surbiton Railway Station, Victoria Rd, Surbiton KT6 4PE, United Kingdom",51.3924597,-0.3042269,Kingston upon Thames
1105,Caffè Nero,"3 Victoria Rd, Surbiton KT6 4NG, UK",51.3930168,-0.3048851,Kingston upon Thames
1106,Caffè Nero,"Unit 7, Eden Walk, Kingston upon Thames KT1 1BP, UK",51.4095611,-0.3039191,Kingston upon Thames
1107,Caffè Nero,"20 Fife Rd, Kingston upon Thames KT1 1SZ, UK",51.411544,-0.303534,Kingston upon Thames
1108,Caffè Nero,"4 Wood St, Bentalls Store, Kingston upon Thames KT1 1TX, United Kingdom",51.4123773,-0.3042618,Kingston upon Thames
1109,Cakewalk Patisserie & Coffee House,"131 Richmond Rd, Kingston upon Thames KT2 5BZ, UK",51.418717,-0.301788,Kingston upon Thames
1110,Canbury Secret Cafe,"Canbury Gardens - Off Kings' Passage, Canbury Secret Cafe, Kingston Riverside Club, Kingston upon Thames KT2 5AJ, United Kingdom",51.416639,-0.306805,Kingston upon Thames
1111,Coffee Break,"35-37 Eden St, Kingston upon Thames KT1 1BW, UK",51.4090134,-0.3039715,Kingston upon Thames
1112,Coffee Bubble - Coffee Bar,"78 Burlington Rd, New Malden KT3 4NX, UK",51.3988871,-0.2503108,Kingston upon Thames
1113,Costa,"S11B, Wood St, Kingston upon Thames KT1 1TR, UK",51.4118312,-0.3043485,Kingston upon Thames
1114,Costa Coffee,"55-57 Tolworth Broadway, Surbiton KT6 7DW, UK",51.3804799,-0.2817373,Kingston upon Thames
1115,Costa Coffee,"27 Victoria Rd, Surbiton KT6 4JZ, UK",51.3923061,-0.3066869,Kingston upon Thames
1116,Costa Coffee,"123 High St, New Malden KT3 4BP, UK",51.4001253,-0.2558019,Kingston upon Thames
1117,Costa Coffee,"Beverley Way, New Malden KT3 4PH, UK",51.4044095,-0.2428399,Kingston upon Thames
1118,Costa Coffee,"6-9 Charter Quay, Market Place, London, Kingston upon Thames KT1 1JT, UK",51.40932249999999,-0.3064174,Kingston upon Thames
1119,Costa Coffee,"20 Richmond Rd, Kingston upon Thames KT2 5EB, UK",51.4126153,-0.3009347,Kingston upon Thames
1120,Costa Coffee at Odeon,"The Rotunda, Clarence St, Kingston upon Thames KT1 1QP, UK",51.4117166,-0.2995307,Kingston upon Thames
1121,ExCellar,"18-20 Brighton Rd, Surbiton KT6 5PQ, UK",51.391291,-0.309069,Kingston upon Thames
1122,FIKA [fee-ka] coffee & juice,"Surbiton Railway Station, Victoria Rd, Surbiton KT6 4PE, United Kingdom",51.392667,-0.304273,Kingston upon Thames
1123,Greggs Chessington,"332 Hook Rd, Chessington KT9 1NU, UK",51.367161,-0.3070304,Kingston upon Thames
1124,Greggs New Malden,"148 High St, New Malden KT3 4EP, UK",51.3995792,-0.2553708,Kingston upon Thames
1125,Greggs Surbiton,"77 Victoria Rd, Surbiton KT6 4NS, UK",51.39253739999999,-0.3055746,Kingston upon Thames
1126,Jean's Café,"16 Berrylands Rd, Surbiton KT5 8RA, UK",51.3930689,-0.2959473,Kingston upon Thames
1127,La Monaliza,"90 Alexandra Dr, Surbiton KT5 9AG, UK",51.3900509,-0.2831895,Kingston upon Thames
1128,Lizzie's cafe,"51 Kingston Hill, London, Kingston upon Thames KT2 7PS, UK",51.4158307,-0.284639,Kingston upon Thames
1129,Local Hero,"22 Thames St, Kingston upon Thames KT1 1PE, UK",51.4108439,-0.3065916,Kingston upon Thames
1130,Mimosa,"1 Griffin Centre, Market Place, Kingston upon Thames KT1 1JT, United Kingdom",51.4090393,-0.3067453,Kingston upon Thames
1131,PAUL Kingston,"3-5 Eden St, Kingston upon Thames KT1 1BP, UK",51.4095528,-0.3034517,Kingston upon Thames
1132,Pickled Pantry,"7 St Mark's Hill, Surbiton KT6 4PJ, UK",51.3935289,-0.3030717,Kingston upon Thames
1133,Soprattutto Cafe,"47 Victoria Rd, Surbiton KT6 4JL, UK",51.391412,-0.3087,Kingston upon Thames
1134,Starbucks,"91 Clarence St, Kingston upon Thames KT1 1QY, UK",51.41088689999999,-0.3017373,Kingston upon Thames
1135,Starbucks Coffee,"Wood Street Unit G27, Bentall Centre, Kingston upon Thames KT1 1TR, United Kingdom",51.41158799999999,-0.3039839,Kingston upon Thames
1136,Sweet Dreams Coffee Shop,"Surbiton KT6 5BZ, United Kingdom",51.3761528,-0.3036379,Kingston upon Thames
1137,The Coffee Hut,"Chessington KT9 2NE, UK",51.3486284,-0.3181966,Kingston upon Thames
1138,The French Tarte,"83 Maple Rd, Surbiton KT6 4AW, UK",51.3950291,-0.3077785,Kingston upon Thames
1139,The Place,"58 High St, New Malden KT3 4EZ, UK",51.4017657,-0.2559602,Kingston upon Thames
